Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Bentleigh East,2/40 Francesco St,3,t,S,Matthew,18/03/2017,13.9,3165.0,3.0,2.0,2.0,267.0,156,2000.0,Glen Eira City Council,-37.9176,145.0566,Southern Metropolitan,10969.0,Detached Garage,970000.0
Brunswick,10/66 De Carle St,2,u,S,Jellis,19/11/2016,5.2,3056.0,2.0,1.0,1.0,1080.0,66,1960.0,Moreland City Council,-37.7598,144.9655,Northern Metropolitan,11918.0,Attached Garage,491000.0
Moorabbin,23 Franklin St,4,h,S,Buxton,18/03/2017,14.6,3189.0,4.0,2.0,1.0,603.0,140,1955.0,Kingston City Council,-37.9381,145.0534,Southern Metropolitan,2555.0,Parkade,1070000.0
Elsternwick,21 Liscard St,3,h,S,Biggin,16/04/2016,8.5,3185.0,3.0,2.0,2.0,492.0,181,1905.0,Glen Eira City Council,-37.8789,145.0048,Southern Metropolitan,4898.0,Detached Garage,1800000.0
Point Cook,20 Whitetop Dr,4,h,PI,hockingstuart,6/1/2018,14.7,3030.0,4.0,2.0,2.0,448.0,211,2010.0,Wyndham City Council,-37.9102,144.72627,Western Metropolitan,15542.0,Parkade,690000.0
Essendon,46 Salmon Av,5,h,S,Nelson,6/1/2018,7.5,3040.0,5.0,3.0,2.0,664.0,242,1930.0,Moonee Valley City Council,-37.74294,144.915,Western Metropolitan,9264.0,Detached Garage,2200000.0
Glenroy,3/28 Stanley St,3,t,S,Barry,10/9/2016,13.0,3046.0,3.0,2.0,1.0,136.0,130,2014.0,Moreland City Council,-37.7112,144.9142,Northern Metropolitan,8870.0,Parkade,545000.0
Glen Iris,31 Gardiner Pde,4,h,PI,Marshall,19/11/2016,9.2,3146.0,4.0,3.0,2.0,840.0,326,1930.0,Boroondara City Council,-37.8538,145.0641,Southern Metropolitan,10412.0,Carport,2625000.0
Balaclava,16/109 Hotham St,2,u,VB,Buxton,3/9/2017,6.4,3183.0,2.0,1.0,1.0,2283.0,85,1980.0,Port Phillip City Council,-37.87078,144.99898,Southern Metropolitan,2952.0,Detached Garage,600000.0
Brighton East,26 Billson St,4,h,PI,buyMyplace,18/11/2017,10.3,3187.0,4.0,3.0,2.0,692.0,335,2012.0,Bayside City Council,-37.9178,145.0139,Southern Metropolitan,6938.0,Parkade,2800000.0
Parkdale,13B Elm Gr,3,t,S,Obrien,1/7/2017,21.5,3195.0,3.0,2.0,2.0,298.0,124,1995.0,Kingston City Council,-37.99464,145.08099,South-Eastern Metropolitan,5087.0,Indoor,1000000.0
Wallan,14 Danaher Av,3,h,S,Ray,16/09/2017,44.2,3756.0,3.0,1.0,1.0,502.0,77,1978.0,Mitchell Shire Council,-37.40853,144.97749,Northern Victoria,3988.0,Attached Garage,366000.0
Heidelberg Heights,5 Burns Ct,3,h,S,William,12/11/2016,10.5,3081.0,3.0,2.0,2.0,585.0,134,1960.0,Banyule City Council,-37.7358,145.0546,Eastern Metropolitan,2947.0,Attached Garage,909000.0
Craigieburn,13 Cockatiel Cct,3,h,SP,LJ,3/2/2018,20.6,3064.0,3.0,2.0,2.0,400.0,170,2013.0,Hume City Council,-37.57452,144.90666,Northern Metropolitan,15510.0,Outdoor Stall,560000.0
Frankston,43 Highview Rd,3,h,SP,Eview,28/10/2017,38.0,3199.0,3.0,1.0,2.0,904.0,140.0,1960.0,Frankston City Council,-38.15933,145.14677,South-Eastern Metropolitan,17055.0,Detached Garage,800000.0
Doncaster,7 Ambrose St,4,h,S,Barry,3/9/2017,12.4,3108.0,4.0,2.0,3.0,652.0,218,1970.0,Manningham City Council,-37.78145,145.13598,Eastern Metropolitan,9028.0,Outdoor Stall,1375000.0
Essendon,37 McPhail St,2,h,S,Jellis,17/06/2017,7.5,3040.0,2.0,1.0,1.0,337.0,122,1940.0,Moonee Valley City Council,-37.7545,144.91194,Western Metropolitan,9264.0,Attached Garage,1195000.0
Oakleigh,197 Huntingdale Rd,3,h,S,Ray,25/02/2017,14.0,3166.0,3.0,1.0,2.0,543.0,139,1940.0,Monash City Council,-37.9023,145.105,Southern Metropolitan,3224.0,Carport,1025000.0
St Helena,11 Erinne Ct,5,h,S,Morrison,27/05/2017,16.1,3088.0,5.0,3.0,3.0,1348.0,370,2005.0,Banyule City Council,-37.68508,145.1395,Eastern Metropolitan,915.0,Parkade,1387000.0
Mount Waverley,25 Carrol Gr,4,h,SP,McGrath,17/06/2017,14.2,3149.0,4.0,3.0,2.0,708.0,150,1960.0,Monash City Council,-37.89187,145.11049,Eastern Metropolitan,13366.0,Indoor,1352000.0
Bulleen,19 Avon St,3,h,PI,Jellis,24/02/2018,10.8,3105.0,3.0,2.0,2.0,264.0,185,1980.0,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan,4480.0,Attached Garage,950000.0
Coburg,27 Higinbotham St,3,h,S,Brad,7/11/2016,7.8,3058.0,3.0,1.0,1.0,372.0,125,1920.0,Darebin City Council,-37.735,144.9581,Northern Metropolitan,11204.0,Parkade,947000.0
Elsternwick,3 Clarence St,4,h,PI,Biggin,22/08/2016,8.5,3185.0,4.0,2.0,2.0,376.0,192,1917.0,Glen Eira City Council,-37.892,145.008,Southern Metropolitan,4898.0,Parkade,1450000.0
Kew East,25 Minogue St,6,h,PI,Marshall,23/09/2017,7.3,3102.0,6.0,2.0,2.0,697.0,170,1962.0,Boroondara City Council,-37.79032,145.05408,Southern Metropolitan,2671.0,Detached Garage,1875000.0
Gowanbrae,82 Gowanbrae Dr,4,h,S,Nelson,17/06/2017,12.9,3043.0,4.0,2.0,4.0,474.0,210,2000.0,Moreland City Council,-37.70626,144.89551,Western Metropolitan,1071.0,Underground,945000.0
Wantirna,159 Harold St,4,h,S,Noel,21/10/2017,14.7,3152.0,4.0,2.0,2.0,752.0,187,1980.0,Knox City Council,-37.85466,145.22367,Eastern Metropolitan,5424.0,Attached Garage,950000.0
Wollert,9 Ingleby St,4,h,S,Ray,21/10/2017,25.5,3750.0,4.0,2.0,2.0,421.0,173,2013.0,Whittlesea City Council,-37.61938,145.0004,Northern Metropolitan,2940.0,Parkade,643000.0
Footscray,105 Droop St,4,h,S,Greg,14/10/2017,5.1,3011.0,4.0,2.0,1.0,593.0,238,1910.0,Maribyrnong City Council,-37.79363,144.89427,Western Metropolitan,7570.0,Underground,1450000.0
Moonee Ponds,2 Grosvenor St,3,h,S,McDonald,4/11/2017,6.2,3039.0,3.0,1.0,1.0,388.0,157,1930.0,Moonee Valley City Council,-37.7658,144.9167,Western Metropolitan,6232.0,Detached Garage,1400000.0
Windsor,10/27 Lewisham Rd,2,u,S,Biggin,18/06/2016,5.1,3181.0,2.0,1.0,1.0,0.0,83,1970.0,Port Phillip City Council,-37.8559,144.999,Southern Metropolitan,4380.0,Carport,600000.0
Greenvale,17 Glenmore Pl,4,h,PI,YPA,9/12/2017,20.4,3059.0,4.0,2.0,2.0,700.0,198,1999.0,Hume City Council,-37.64959,144.90648,Northern Metropolitan,4864.0,Parkade,685000.0
Rosanna,21 Ruthven St,3,h,SP,Miles,7/5/2016,11.4,3084.0,3.0,1.0,2.0,1016.0,205,1950.0,Banyule City Council,-37.7299,145.0656,Eastern Metropolitan,3540.0,Attached Garage,1050000.0
Broadmeadows,48 Walsh St,3,h,S,hockingstuart,8/7/2017,14.0,3047.0,3.0,1.0,1.0,341.0,71,1965.0,Hume City Council,-37.6886,144.92281,Northern Metropolitan,4294.0,Parkade,386000.0
Croydon North,23 Lyons Rd,3,h,SP,Ray,11/11/2017,23.0,3136.0,3.0,2.0,2.0,1044.0,142,1985.0,Maroondah City Council,-37.7677,145.2888,Eastern Metropolitan,2985.0,Carport,887000.0
Sunbury,3 Terence St,3,h,S,Barry,21/10/2017,31.7,3429.0,3.0,1.0,2.0,689.0,133,1965.0,Hume City Council,-37.58271,144.73207,Western Metropolitan,14092.0,Attached Garage,515000.0
Tarneit,26 Bradman Dr,4,h,S,hockingstuart,22/07/2017,18.4,3029.0,4.0,2.0,2.0,371.0,156,2006.0,Wyndham City Council,-37.867,144.65618,Western Metropolitan,10160.0,Detached Garage,463500.0
Newport,14 Oakbank St,2,h,S,RT,24/09/2016,8.4,3015.0,2.0,1.0,0.0,297.0,95,1900.0,Hobsons Bay City Council,-37.8501,144.8931,Western Metropolitan,5498.0,Carport,896000.0
Seddon,38 Lily St,3,h,PI,Village,8/10/2016,6.6,3011.0,3.0,3.0,2.0,227.0,211,2015.0,Maribyrnong City Council,-37.8033,144.8897,Western Metropolitan,2417.0,Detached Garage,1350000.0
Point Cook,23 Boathaven Rd,4,h,S,hockingstuart,29/07/2017,14.7,3030.0,4.0,2.0,2.0,448.0,238.0,2011.0,Wyndham City Council,-37.91269,144.73946,Western Metropolitan,15542.0,Carport,620000.0
Glen Iris,6 Chester St,3,h,VB,Fletchers,7/5/2016,9.2,3146.0,3.0,2.0,1.0,704.0,134,1940.0,Boroondara City Council,-37.852,145.0942,Southern Metropolitan,10412.0,Attached Garage,1600000.0
Sunshine West,1/10 Fremont Pde,4,h,SP,Brad,8/4/2017,13.5,3020.0,4.0,2.0,2.0,332.0,159,2006.0,Brimbank City Council,-37.7962,144.8064,Western Metropolitan,6763.0,Indoor,515000.0
Oakleigh,1/1478 Dandenong Rd,3,u,S,Buxton,15/10/2016,14.0,3166.0,3.0,1.0,2.0,340.0,103,1930.0,Monash City Council,-37.8968,145.0983,Southern Metropolitan,3224.0,Attached Garage,690000.0
Pascoe Vale,199 Cumberland Rd,3,h,SP,Nelson,14/05/2016,9.9,3044.0,3.0,2.0,2.0,608.0,168,1940.0,Moreland City Council,-37.7182,144.9405,Northern Metropolitan,7485.0,Carport,900000.0
Beaumaris,27 Florida Av,6,h,VB,Ray,11/11/2017,17.3,3193.0,6.0,3.0,2.0,720.0,413,2008.0,Bayside City Council,-37.9874,145.0315,Southern Metropolitan,5366.0,Carport,2700000.0
Richmond,27 Glass St,3,h,S,Whiting,14/05/2016,2.6,3121.0,3.0,2.0,2.0,129.0,120,1980.0,Yarra City Council,-37.824,145.0052,Northern Metropolitan,14949.0,Outdoor Stall,1115000.0
Brighton,4/149 Church St,2,u,S,Nick,7/5/2016,11.2,3186.0,2.0,1.0,2.0,232.0,92,1970.0,Bayside City Council,-37.9157,144.9973,Southern Metropolitan,10579.0,Underground,892500.0
Oak Park,1/22 Lex Gr,3,t,S,Brad,11/2/2017,11.5,3046.0,3.0,2.0,2.0,272.0,138,2012.0,Moreland City Council,-37.7182,144.9244,Northern Metropolitan,2651.0,Detached Garage,770000.0
Brunswick,28 Osborne St,3,h,S,Nelson,8/10/2016,5.2,3056.0,3.0,1.0,1.0,229.0,97,1930.0,Moreland City Council,-37.7622,144.9586,Northern Metropolitan,11918.0,Parking Pad,855000.0
Camberwell,7 Aisbett Av,4,h,VB,Marshall,17/03/2018,7.7,3124.0,4.0,3.0,3.0,772.0,249,1940.0,Boroondara City Council,-37.84824,145.08901,Southern Metropolitan,8920.0,Carport,2100000.0
Melton South,24 Brennan St,3,h,S,hockingstuart,17/03/2018,29.8,3338.0,3.0,1.0,3.0,603.0,114,1975.0,Melton City Council,-37.70478,144.57211,Western Victoria,4718.0,Attached Garage,443000.0
Glenroy,3/48 William St,2,h,S,Stockdale,27/11/2016,13.0,3046.0,2.0,1.0,1.0,172.0,77,2013.0,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870.0,Outdoor Stall,417000.0
Moorabbin,5A William St,4,h,S,Buxton,11/2/2017,14.6,3189.0,4.0,3.0,2.0,272.0,188,2000.0,Kingston City Council,-37.9443,145.0444,Southern Metropolitan,2555.0,Attached Garage,1016000.0
Bentleigh,6 Mavho St,2,h,VB,Buxton,9/12/2017,11.4,3204.0,2.0,1.0,1.0,717.0,105,1920.0,Glen Eira City Council,-37.92092,145.03388,Southern Metropolitan,6795.0,Detached Garage,1750000.0
Bentleigh,2/21 Vickery St,2,u,PI,hockingstuart,22/07/2017,11.4,3204.0,2.0,1.0,1.0,834.0,75,1967.0,Glen Eira City Council,-37.91627,145.03892,Southern Metropolitan,6795.0,Attached Garage,410000.0
Port Melbourne,510/166 Rouse St,1,u,S,Greg,4/6/2016,3.8,3207.0,1.0,1.0,1.0,0.0,60,2006.0,Melbourne City Council,-37.8416,144.939,Southern Metropolitan,8648.0,Outdoor Stall,500000.0
Bentleigh East,30 Veronica St,2,h,S,Buxton,3/9/2016,13.9,3165.0,2.0,2.0,1.0,176.0,125,2008.0,Glen Eira City Council,-37.9237,145.0763,Southern Metropolitan,10969.0,Carport,825000.0
Fitzroy North,171 Scotchmer St,4,h,S,Jellis,26/08/2017,3.6,3068.0,4.0,3.0,1.0,248.0,173,1890.0,Moreland City Council,-37.7833,144.98521,Northern Metropolitan,6244.0,Carport,1870000.0
Ringwood,8 Margaret St,4,h,PI,Ray,17/03/2018,19.9,3134.0,4.0,3.0,6.0,710.0,277,1970.0,Maroondah City Council,-37.81519,145.21356,Eastern Metropolitan,7785.0,Attached Garage,955000.0
South Kingsville,2/3 New St,2,h,SP,Jas,26/07/2016,9.1,3015.0,2.0,1.0,1.0,78.0,130,1980.0,Hobsons Bay City Council,-37.8262,144.8677,Western Metropolitan,984.0,Carport,420000.0
Highett,17 Nicol St,4,h,S,Buxton,23/09/2017,16.0,3190.0,4.0,3.0,2.0,616.0,302,2005.0,Bayside City Council,-37.94964,145.02753,Southern Metropolitan,4794.0,Attached Garage,1911000.0
Springvale,40 Gove St,3,h,PI,LJ,17/03/2018,20.8,3171.0,3.0,1.0,2.0,875.0,134,1950.0,Greater Dandenong City Council,-37.94282,145.15888,South-Eastern Metropolitan,7412.0,Indoor,1120000.0
Hampton East,1/2 Flowerdale Rd,3,u,S,Buxton,24/06/2017,13.8,3188.0,3.0,2.0,2.0,254.0,113,1994.0,Bayside City Council,-37.94313,145.03501,Southern Metropolitan,2356.0,Detached Garage,957000.0
Doreen,54 Merredin Cct,6,h,SP,Ray,3/3/2018,25.9,3754.0,6.0,3.0,2.0,518.0,405,2012.0,Nillumbik Shire Council,-37.57785,145.12413,Northern Victoria,7254.0,Carport,970000.0
Meadow Heights,5 Fumina Ct,3,h,S,YPA,25/11/2017,17.4,3048.0,3.0,1.0,0.0,682.0,98,1985.0,Hume City Council,-37.661,144.9229,Northern Metropolitan,4704.0,Attached Garage,545000.0
Collingwood,1/78 Oxford St,2,t,S,Jellis,8/4/2017,1.6,3066.0,2.0,1.0,1.0,15900.0,98,1880.0,Yarra City Council,-37.8035,144.985,Northern Metropolitan,4553.0,Underground,945000.0
South Morang,15 Payne Pl,4,h,S,Stockdale,9/12/2017,20.5,3752.0,4.0,2.0,2.0,568.0,170,2002.0,Whittlesea City Council,-37.65116,145.09417,Northern Metropolitan,7969.0,Detached Garage,621000.0
Brighton East,2 Collis St,3,t,PI,Buxton,17/02/2018,10.3,3187.0,3.0,2.0,2.0,344.0,206,2012.0,Bayside City Council,-37.93001,145.01368,Southern Metropolitan,6938.0,Underground,1420000.0
Coburg,24 Webb St,3,h,S,Nelson,22/08/2016,7.8,3058.0,3.0,1.0,1.0,371.0,100,1980.0,Darebin City Council,-37.735,144.9558,Northern Metropolitan,11204.0,Detached Garage,870000.0
Collingwood,2/13 Alexander St,1,u,S,Woodards,16/07/2016,1.6,3066.0,1.0,1.0,1.0,0.0,44,1970.0,Yarra City Council,-37.796,144.9911,Northern Metropolitan,4553.0,Carport,366000.0
Glenroy,6/5 Murrell St,2,t,VB,Brad,6/5/2017,13.0,3046.0,2.0,2.0,1.0,1137.0,82,2009.0,Moreland City Council,-37.7045,144.9204,Northern Metropolitan,8870.0,Attached Garage,420000.0
Bulleen,3 England St,4,h,S,Purplebricks,19/08/2017,10.8,3105.0,4.0,2.0,2.0,602.0,170,1970.0,Manningham City Council,-37.76012,145.0854,Eastern Metropolitan,4480.0,Carport,1240000.0
Travancore,106 Baroda St,2,h,S,Nelson,17/03/2018,4.3,3032.0,2.0,1.0,4.0,315.0,82,1930.0,Moonee Valley City Council,-37.7778,144.93439,Western Metropolitan,1052.0,Carport,972000.0
Craigieburn,75 Royal Tce,4,h,S,Ray,14/10/2017,20.6,3064.0,4.0,2.0,2.0,754.0,201,2006.0,Hume City Council,-37.57239,144.92714,Northern Metropolitan,15510.0,Underground,720000.0
Hawthorn,10/352 Auburn Rd,2,u,SP,R&H,22/04/2017,4.6,3122.0,2.0,1.0,0.0,0.0,82.3,1960.0,Boroondara City Council,-37.832,145.0431,Southern Metropolitan,11308.0,Attached Garage,560000.0
Glenroy,30 Bourchier St,3,h,PI,Brad,10/12/2016,13.0,3046.0,3.0,1.0,4.0,734.0,140,1960.0,Moreland City Council,-37.7007,144.9378,Northern Metropolitan,8870.0,Attached Garage,670000.0
Truganina,40 Brigalow Dr,3,h,S,Benlor,17/02/2018,18.4,3029.0,3.0,2.0,2.0,442.0,173,2009.0,Melton City Council,-37.8376,144.71489,Western Metropolitan,5811.0,Indoor,574000.0
Coburg,13 Kaye Ct,4,h,S,Jellis,28/05/2016,7.8,3058.0,4.0,1.0,1.0,576.0,147,1960.0,Darebin City Council,-37.7369,144.9637,Northern Metropolitan,11204.0,Indoor,838000.0
Craigieburn,10 Olympic Wy,4,h,S,YPA,29/07/2017,20.6,3064.0,4.0,2.0,2.0,512.0,200.71,2007.0,Hume City Council,-37.58505,144.93592,Northern Metropolitan,15510.0,Carport,590000.0
Jacana,15 Bliburg St,3,h,PI,Eview,24/09/2016,14.5,3047.0,3.0,1.0,1.0,601.0,92,1960.0,Hume City Council,-37.6889,144.9109,Northern Metropolitan,851.0,Attached Garage,460000.0
Balwyn North,7 Grieve St,4,h,PI,Jellis,10/9/2016,9.2,3104.0,4.0,3.0,2.0,657.0,355,2006.0,Boroondara City Council,-37.7981,145.0904,Southern Metropolitan,7809.0,Underground,2575000.0
Canterbury,6 Maysia St,4,h,S,Jellis,27/05/2017,8.4,3126.0,4.0,2.0,2.0,654.0,221,1945.0,Boroondara City Council,-37.83208,145.07533,Southern Metropolitan,3265.0,Attached Garage,2408000.0
Malvern East,1/380 Waverley Rd,3,h,S,Marshall,27/11/2016,11.2,3145.0,3.0,2.0,1.0,375.0,155,1920.0,Stonnington City Council,-37.8777,145.0608,Southern Metropolitan,8801.0,Attached Garage,1670000.0
Yarraville,83 Tarrengower St,3,h,S,Village,3/9/2016,7.0,3013.0,3.0,1.0,0.0,191.0,105,1910.0,Maribyrnong City Council,-37.8175,144.8879,Western Metropolitan,6543.0,Underground,1165000.0
Murrumbeena,1/22 Gerald St,4,t,SP,hockingstuart,4/3/2017,12.1,3163.0,4.0,3.0,2.0,286.0,160,1990.0,Glen Eira City Council,-37.8958,145.0696,Southern Metropolitan,4442.0,Detached Garage,1100000.0
Wantirna South,12 McLean Ct,4,h,S,Ray,16/09/2017,14.7,3152.0,4.0,3.0,6.0,717.0,247,1985.0,Knox City Council,-37.87831,145.24575,Eastern Metropolitan,7082.0,Carport,1440000.0
Carnegie,1/60 Moonya Rd,3,u,S,Ray,3/9/2016,11.4,3163.0,3.0,1.0,2.0,0.0,96,1989.0,Glen Eira City Council,-37.897,145.0623,Southern Metropolitan,7822.0,Indoor,820000.0
Point Cook,46 Dingo St,3,h,S,LJ,7/10/2017,14.7,3030.0,3.0,2.0,2.0,300.0,126,2017.0,Wyndham City Council,-37.91375,144.76608,Western Metropolitan,15542.0,Detached Garage,500500.0
Preston,15 Watson St,3,h,SP,Love,15/10/2016,8.8,3072.0,3.0,1.0,1.0,472.0,147,1965.0,Darebin City Council,-37.745,145.0139,Northern Metropolitan,14577.0,Carport,900000.0
Moonee Ponds,4/6 Turner St,2,u,S,Woodards,24/09/2016,6.9,3039.0,2.0,1.0,1.0,166.0,81,1965.0,Moonee Valley City Council,-37.7624,144.9365,Western Metropolitan,6232.0,Attached Garage,600000.0
Murrumbeena,22 Brett St,5,h,PI,Buxton,22/08/2016,12.1,3163.0,5.0,2.0,2.0,683.0,223,1960.0,Glen Eira City Council,-37.9055,145.0691,Southern Metropolitan,4442.0,Attached Garage,1300000.0
Melton South,23 Neerim St,4,h,S,Raine,15/07/2017,29.8,3338.0,4.0,2.0,3.0,655.0,142,1975.0,Melton City Council,-37.69548,144.56775,Western Victoria,4718.0,Carport,426000.0
Malvern East,22 Ellison St,3,h,S,Marshall,27/11/2016,11.2,3145.0,3.0,1.0,1.0,333.0,147,1948.0,Stonnington City Council,-37.8722,145.067,Southern Metropolitan,8801.0,Attached Garage,1297000.0
Hawthorn,13 Yarra St,4,h,S,RT,14/10/2017,5.3,3122.0,4.0,3.0,1.0,558.0,272,1900.0,Boroondara City Council,-37.82215,145.02077,Southern Metropolitan,11308.0,Parkade,2800000.0
Greensborough,10 Avandina Cr,4,h,S,Morrison,17/03/2018,16.1,3088.0,4.0,2.0,2.0,771.0,197,1980.0,Banyule City Council,-37.69216,145.11166,Northern Metropolitan,8524.0,Carport,1120000.0
Camberwell,29 Dominic St,4,h,PI,RT,17/02/2018,7.7,3124.0,4.0,2.0,2.0,791.0,221,1930.0,Boroondara City Council,-37.83704,145.08336,Southern Metropolitan,8920.0,Outdoor Stall,2650000.0
St Albans,9 Cornhill St,3,h,PI,S&L,17/06/2017,14.0,3021.0,3.0,1.0,1.0,582.0,116,1960.0,Brimbank City Council,-37.74538,144.79216,Western Metropolitan,14042.0,Parkade,610000.0
Deer Park,13 Cavendish Dr,3,h,S,Barry,8/7/2017,14.8,3023.0,3.0,1.0,2.0,539.0,148,1985.0,Brimbank City Council,-37.76545,144.76458,Western Metropolitan,6388.0,Detached Garage,557000.0
Blackburn,16 Wellington Av,4,h,S,Philip,11/11/2017,13.4,3130.0,4.0,2.0,3.0,989.0,156,1950.0,Whitehorse City Council,-37.8259,145.1549,Eastern Metropolitan,5713.0,Detached Garage,1790000.0
Knoxfield,64 Allister Av,3,h,SP,Harcourts,7/10/2017,23.3,3180.0,3.0,2.0,0.0,752.0,123,1970.0,Knox City Council,-37.88826,145.24469,Eastern Metropolitan,2949.0,Indoor,795000.0
Templestowe,67 Hawtin St,4,h,S,Barry,12/8/2017,15.5,3106.0,4.0,2.0,2.0,646.0,167,1980.0,Manningham City Council,-37.75807,145.13478,Eastern Metropolitan,6202.0,Parkade,1205000.0
South Morang,5 Snapdragon St,3,h,S,HAR,28/10/2017,20.5,3752.0,3.0,2.0,2.0,146.0,138.0,2014.0,Whittlesea City Council,-37.65133,145.09697,Northern Metropolitan,7969.0,Detached Garage,433500.0
Malvern,34 Johnstone St,5,h,SP,Jellis,18/06/2016,7.4,3144.0,4.0,3.0,4.0,807.0,339,1920.0,Stonnington City Council,-37.8684,145.035,Southern Metropolitan,4675.0,Indoor,3400000.0
Altona North,4 Knapp St,3,h,S,Jas,3/9/2016,11.1,3025.0,3.0,1.0,2.0,533.0,117,1970.0,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan,5132.0,Attached Garage,781000.0
Hawthorn East,18 Bluff St,4,h,S,Marshall,24/02/2018,6.2,3123.0,4.0,3.0,3.0,851.0,333,1980.0,Boroondara City Council,-37.84437,145.04763,Southern Metropolitan,6482.0,Indoor,3950000.0
St Albans,8 Ipswich St,3,h,S,Sweeney,3/9/2017,14.0,3021.0,3.0,1.0,0.0,539.0,138,1960.0,Brimbank City Council,-37.74845,144.8144,Western Metropolitan,14042.0,Parkade,645000.0
Deer Park,37 Lee St,3,h,S,hockingstuart,9/9/2017,14.8,3023.0,3.0,2.0,2.0,544.0,125,1996.0,Brimbank City Council,-37.7687,144.75833,Western Metropolitan,6388.0,Indoor,589000.0
Reservoir,31 Rathcown Rd,3,h,SP,Barry,12/6/2016,11.2,3073.0,3.0,1.0,1.0,750.0,103,1970.0,Darebin City Council,-37.7107,145.0317,Northern Metropolitan,21650.0,Attached Garage,682000.0
Armadale,4 Mercer Rd,3,h,S,Marshall,27/11/2016,6.3,3143.0,3.0,2.0,2.0,617.0,285,1998.0,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836.0,Attached Garage,3512500.0
Fairfield,20/262 Heidelberg Rd,2,u,S,Jellis,7/11/2016,5.8,3078.0,2.0,1.0,1.0,0.0,77,2013.0,Darebin City Council,-37.7845,145.0105,Northern Metropolitan,2970.0,Indoor,602000.0
Melbourne,208/108 Flinders St,1,u,PI,LITTLE,15/10/2016,2.8,3000.0,1.0,1.0,0.0,1414.0,47,2014.0,Melbourne City Council,-37.8161,144.9712,Northern Metropolitan,17496.0,Attached Garage,375000.0
Boronia,34 Russell Cr,4,h,S,Philip,8/7/2017,25.0,3155.0,4.0,2.0,4.0,719.0,200,1975.0,Knox City Council,-37.86434,145.25739,Eastern Metropolitan,9704.0,Attached Garage,820000.0
Coburg,2 Quarry Cct,4,h,S,Nelson,8/10/2016,7.8,3058.0,4.0,2.0,2.0,494.0,300,2001.0,Darebin City Council,-37.7359,144.9711,Northern Metropolitan,11204.0,Indoor,1131000.0
Niddrie,42 Newman Cr,4,h,SP,Nelson,15/07/2017,10.4,3042.0,4.0,1.0,2.0,558.0,148,1970.0,Moonee Valley City Council,-37.73834,144.88197,Western Metropolitan,2291.0,Indoor,950000.0
Gisborne,204 Panorama Dr,4,h,S,Raine,9/9/2017,45.9,3437.0,4.0,3.0,2.0,20200.0,189,1985.0,Macedon Ranges Shire Council,-37.49674,144.62618,Northern Victoria,3376.0,Attached Garage,780000.0
Elsternwick,16 Allison Rd,3,h,S,Biggin,22/07/2017,7.2,3185.0,3.0,2.0,2.0,458.0,165,1900.0,Glen Eira City Council,-37.88148,145.00539,Southern Metropolitan,4898.0,Detached Garage,1975000.0
Balwyn,10 Myambert Av,5,h,VB,Fletchers,6/1/2018,7.9,3103.0,5.0,5.0,2.0,1242.0,313,1952.0,Boroondara City Council,-37.81654,145.07165,Southern Metropolitan,5682.0,Detached Garage,4600000.0
Hadfield,1/32 Sutherland St,3,h,S,Raine,12/11/2016,12.1,3046.0,3.0,2.0,3.0,230.0,113,2000.0,Moreland City Council,-37.7073,144.9486,Northern Metropolitan,2606.0,Detached Garage,545000.0
Middle Park,308 Richardson St,4,h,VB,Marshall,3/3/2018,3.0,3206.0,4.0,2.0,4.0,183.0,188,1890.0,Port Phillip City Council,-37.85154,144.96518,Southern Metropolitan,2019.0,Attached Garage,3150000.0
Pascoe Vale,2/60 Bolingbroke St,2,u,S,Brad,13/08/2016,9.9,3044.0,2.0,1.0,1.0,139.0,74,1975.0,Moreland City Council,-37.7315,144.9301,Northern Metropolitan,7485.0,Outdoor Stall,485000.0
Maribyrnong,1 Middle Rd,3,h,SP,Nelson,9/12/2017,4.3,3032.0,3.0,1.0,2.0,688.0,113,1940.0,Maribyrnong City Council,-37.76834,144.89411,Western Metropolitan,4918.0,Outdoor Stall,1190000.0
Viewbank,14 Rosemary Ct,4,h,PI,Miles,4/6/2016,13.8,3084.0,4.0,1.0,1.0,865.0,172,1960.0,Banyule City Council,-37.7297,145.0946,Eastern Metropolitan,2698.0,Detached Garage,730000.0
Carnegie,5/78 Moonya Rd,3,t,PI,Gary,4/6/2016,11.4,3163.0,3.0,2.0,1.0,0.0,107,1990.0,Glen Eira City Council,-37.8972,145.0642,Southern Metropolitan,7822.0,Parkade,675000.0
Kensington,217/71 Henry St,2,u,SP,Pagan,8/4/2017,4.2,3031.0,2.0,2.0,1.0,2592.0,70,2012.0,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0,Indoor,535000.0
Armadale,20 Kooyong Rd,3,t,SP,Marshall,16/09/2017,6.3,3143.0,3.0,3.0,1.0,1889.0,141,1920.0,Stonnington City Council,-37.86109,145.01994,Southern Metropolitan,4836.0,Detached Garage,1715000.0
