Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,ParkingArea,Price
Airport West,118 Marshall Rd,3,h,S,Nelson,1/7/2017,10.4,3042.0,3.0,1.0,2.0,219.0,101.37,1960.0,Moonee Valley City Council,-37.71655,144.88155,Western Metropolitan,3464.0,Parkade,640000.0
Albion,2 Bazentin St,3,h,S,Barry,1/7/2017,10.5,3020.0,3.0,1.0,0.0,423.0,142,1920.0,Brimbank City Council,-37.77917,144.82223,Western Metropolitan,2185.0,Attached Garage,570000.0
Altona North,151 Chambers Rd,3,h,S,Greg,1/7/2017,9.4,3025.0,3.0,1.0,2.0,672.0,110,1960.0,Hobsons Bay City Council,-37.8265,144.84386,Western Metropolitan,5132.0,Detached Garage,900000.0
Balwyn North,2/43 Sutton St,3,h,VB,Fletchers,1/7/2017,9.7,3104.0,3.0,2.0,2.0,226.0,127,1965.0,Boroondara City Council,-37.79495,145.08192,Southern Metropolitan,7809.0,Parkade,1275000.0
Bayswater,18B Orchard Rd,3,t,S,Fletchers,1/7/2017,23.2,3153.0,3.0,2.0,1.0,187.0,125,2010.0,Knox City Council,-37.83909,145.26075,Eastern Metropolitan,5030.0,Carport,640000.0
Bentleigh,48 Tucker Rd,3,h,SP,hockingstuart,1/7/2017,11.4,3204.0,3.0,1.0,1.0,401.0,114,1970.0,Glen Eira City Council,-37.92999,145.04932,Southern Metropolitan,6795.0,Parking Pad,1045000.0
Bentleigh East,1 Gladesville Dr,5,h,S,Buxton,1/7/2017,13.8,3165.0,5.0,2.0,2.0,611.0,188,1950.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0,Carport,1220000.0
Briar Hill,31A Beaconsfield Rd,3,h,S,Barry,1/7/2017,16.1,3088.0,3.0,1.0,2.0,509.0,120,2000.0,Banyule City Council,-37.70822,145.11495,Eastern Metropolitan,1390.0,Parking Pad,840000.0
Brighton,20 Byron St,3,h,S,RT,1/7/2017,10.5,3186.0,3.0,2.0,2.0,645.0,219,1910.0,Bayside City Council,-37.90876,145.00743,Southern Metropolitan,10579.0,Carport,2650000.0
Brighton,36/568 New St,1,u,VB,Chisholm,1/7/2017,10.5,3186.0,1.0,1.0,1.0,1993.0,46,2000.0,Bayside City Council,-37.88468,144.99722,Southern Metropolitan,10579.0,Detached Garage,380000.0
Broadmeadows,21 Graham St,3,h,S,YPA,1/7/2017,14.0,3047.0,3.0,1.0,0.0,576.0,110,1999.0,Hume City Council,-37.69237,144.93144,Northern Metropolitan,4294.0,Underground,518500.0
Burnside Heights,31 Batman St,3,h,S,Barry,1/7/2017,14.8,3023.0,3.0,2.0,2.0,472.0,230,2005.0,Melton City Council,-37.7331,144.76282,Western Metropolitan,1686.0,Outdoor Stall,535000.0
Cairnlea,16 Homebush Rd,3,h,PI,YPA,1/7/2017,14.8,3023.0,3.0,2.0,2.0,397.0,145,2007.0,Brimbank City Council,-37.75107,144.78415,Western Metropolitan,2674.0,Attached Garage,630000.0
Camberwell,6/9 Eddy St,2,u,S,Noel,1/7/2017,7.7,3124.0,2.0,1.0,1.0,131.0,76,1975.0,Boroondara City Council,-37.84716,145.07351,Southern Metropolitan,8920.0,Indoor,677000.0
Camberwell,4/924 Toorak Rd,3,t,PI,Bekdon,1/7/2017,7.7,3124.0,3.0,2.0,2.0,227.0,223,2006.0,Boroondara City Council,-37.84689,145.05863,Southern Metropolitan,8920.0,Detached Garage,1320000.0
Canterbury,108/2 Gascoyne St,2,u,S,Nelson,1/7/2017,8.4,3126.0,2.0,2.0,1.0,8140.0,86.5,2015.0,Boroondara City Council,-37.82091,145.06011,Southern Metropolitan,3265.0,Attached Garage,816000.0
Carlton,5/50 Barkly St,1,u,VB,Woodards,1/7/2017,1.6,3053.0,1.0,1.0,1.0,0.0,30.6,1970.0,Melbourne City Council,-37.79859,144.97336,Northern Metropolitan,6786.0,Indoor,350000.0
Cheltenham,2/14 Jack Rd,3,t,S,Chisholm,1/7/2017,17.9,3192.0,3.0,3.0,2.0,160.0,149,2013.0,Bayside City Council,-37.96062,145.04296,Southern Metropolitan,9758.0,Parkade,950000.0
Craigieburn,13 Aston St,4,h,PI,RE,1/7/2017,20.6,3064.0,4.0,2.0,2.0,756.0,236,2007.0,Hume City Council,-37.58885,144.90135,Northern Metropolitan,15510.0,Carport,665000.0
Croydon,8 Banool Ct,4,h,S,Hoskins,1/7/2017,23.0,3136.0,4.0,2.0,2.0,880.0,225,1970.0,Maroondah City Council,-37.79587,145.2683,Eastern Metropolitan,11925.0,Outdoor Stall,932000.0
Croydon,15 Ronald Rd,2,h,SP,McGrath,1/7/2017,23.0,3136.0,2.0,1.0,1.0,312.0,110,1994.0,Maroondah City Council,-37.80752,145.27212,Eastern Metropolitan,11925.0,Carport,570000.0
Dandenong North,110 Gladstone Rd,3,h,S,Barry,1/7/2017,24.7,3175.0,3.0,1.0,1.0,610.0,120,1970.0,Greater Dandenong City Council,-37.96322,145.20586,South-Eastern Metropolitan,8322.0,Outdoor Stall,627000.0
Diamond Creek,17 Norma St,2,h,S,Mason,1/7/2017,21.8,3089.0,2.0,1.0,0.0,610.0,61,1939.0,Nillumbik Shire Council,-37.67629,145.15589,Northern Victoria,4258.0,Carport,621000.0
Doncaster East,66 Saxonwood Dr,6,h,SP,Barry,1/7/2017,14.3,3109.0,6.0,3.0,3.0,1056.0,322,1970.0,Manningham City Council,-37.78053,145.15567,Eastern Metropolitan,10999.0,Parkade,1856000.0
Donvale,1 Bernarra Ct,7,h,S,Ray,1/7/2017,16.1,3111.0,7.0,2.0,4.0,5022.0,409.54,2004.0,Manningham City Council,-37.76598,145.19329,Eastern Metropolitan,4790.0,Underground,2705000.0
Doreen,33 Starboard Dr,3,h,S,Buckingham,1/7/2017,25.9,3754.0,3.0,2.0,2.0,400.0,179,2012.0,Nillumbik Shire Council,-37.61042,145.11932,Northern Victoria,7254.0,Attached Garage,530500.0
Eltham,6 Orbel Ct,3,h,S,Barry,1/7/2017,18.0,3095.0,3.0,2.0,0.0,848.0,127,1979.0,Banyule City Council,-37.70913,145.1647,Eastern Metropolitan,6990.0,Attached Garage,805000.0
Epping,59 Greenfields Dr,4,h,SP,Iconek,1/7/2017,19.6,3076.0,4.0,3.0,2.0,508.0,364,2012.0,Whittlesea City Council,-37.62693,145.01563,Northern Metropolitan,10926.0,Parkade,940000.0
Epping,2/4 Grimwade Ct,2,u,S,hockingstuart,1/7/2017,19.6,3076.0,2.0,1.0,2.0,351.0,109,2000.0,Whittlesea City Council,-37.65099,145.04663,Northern Metropolitan,10926.0,Carport,437000.0
Essendon West,6 Bourke St,3,h,VB,Brad,1/7/2017,7.5,3040.0,3.0,1.0,1.0,236.0,114,2000.0,Moonee Valley City Council,-37.75403,144.8867,Western Metropolitan,588.0,Detached Garage,750000.0
Essendon West,36 Emerald St,5,h,VB,Nelson,1/7/2017,7.5,3040.0,5.0,3.0,2.0,607.0,291,2016.0,Moonee Valley City Council,-37.75148,144.88519,Western Metropolitan,588.0,Carport,2200000.0
Fitzroy North,108 Michael St,2,h,VB,Nelson,1/7/2017,3.6,3068.0,2.0,1.0,1.0,184.0,79,1900.0,Moreland City Council,-37.78493,144.98879,Northern Metropolitan,6244.0,Carport,1350000.0
Fitzroy North,222 Rae St,3,h,S,Jellis,1/7/2017,3.6,3068.0,3.0,2.0,1.0,138.0,125,1900.0,Moreland City Council,-37.78714,144.97966,Northern Metropolitan,6244.0,Detached Garage,1852000.0
Footscray,10/30 Pickett St,1,u,PI,Burnham,1/7/2017,5.1,3011.0,1.0,1.0,0.0,30.0,26,2013.0,Maribyrnong City Council,-37.80141,144.89587,Western Metropolitan,7570.0,Detached Garage,170000.0
Frankston North,17 Windoo St,3,h,S,Ray,1/7/2017,36.9,3200.0,3.0,2.0,1.0,691.0,109,1960.0,Frankston City Council,-38.11948,145.14928,Eastern Victoria,2500.0,Attached Garage,611000.0
Gisborne,3 Sansom St,4,h,SP,Raine,1/7/2017,45.9,3437.0,4.0,2.0,2.0,978.0,144,1980.0,Macedon Ranges Shire Council,-37.49642,144.60119,Northern Victoria,3376.0,Detached Garage,521000.0
Glen Iris,1/1484 Malvern Rd,2,u,PI,Thomson,1/7/2017,7.3,3146.0,2.0,1.0,1.0,0.0,76,1965.0,Boroondara City Council,-37.85399,145.04699,Southern Metropolitan,10412.0,Outdoor Stall,500000.0
Glenroy,2/15 Ogden St,3,t,S,Jellis,1/7/2017,11.2,3046.0,3.0,1.0,1.0,194.0,133,2011.0,Moreland City Council,-37.70168,144.94862,Northern Metropolitan,8870.0,Carport,525000.0
Hampton,46/15 Beach Rd,3,u,SP,Chisholm,1/7/2017,13.8,3188.0,3.0,2.0,2.0,9838.0,152,2010.0,Bayside City Council,-37.93464,144.99601,Southern Metropolitan,5454.0,Parkade,1210000.0
Hawthorn,1/514 Glenferrie Rd,3,u,S,Jellis,1/7/2017,5.3,3122.0,3.0,1.0,1.0,1079.0,90,1940.0,Boroondara City Council,-37.82987,145.03421,Southern Metropolitan,11308.0,Outdoor Stall,1000000.0
Hawthorn,63 Liddiard St,4,h,S,Jellis,1/7/2017,5.3,3122.0,4.0,1.0,3.0,636.0,156,1890.0,Boroondara City Council,-37.81931,145.04107,Southern Metropolitan,11308.0,Detached Garage,2900000.0
Hawthorn,14/59 Riversdale Rd,2,u,PI,Jellis,1/7/2017,5.3,3122.0,2.0,1.0,1.0,1540.0,71,1965.0,Boroondara City Council,-37.82824,145.03137,Southern Metropolitan,11308.0,Indoor,450000.0
Heidelberg West,1 Bardia St,3,h,S,William,1/7/2017,8.8,3081.0,3.0,1.0,0.0,593.0,95,1950.0,Banyule City Council,-37.7482,145.04073,Eastern Metropolitan,2674.0,Attached Garage,726500.0
Highett,2/25 Wilson St,2,u,S,Hodges,1/7/2017,16.0,3190.0,2.0,1.0,1.0,105.0,64,1970.0,Bayside City Council,-37.94887,145.02647,Southern Metropolitan,4794.0,Indoor,645000.0
Hillside,3 Sage Cl,5,h,SP,YPA,1/7/2017,18.0,3037.0,5.0,2.0,2.0,615.0,213,2007.0,Brimbank City Council,-37.68455,144.73272,Western Metropolitan,5556.0,Parkade,650500.0
Huntingdale,9/220 Huntingdale Rd,3,h,S,Ray,1/7/2017,12.3,3166.0,3.0,2.0,2.0,321.0,87,2005.0,Monash City Council,-37.90415,145.10504,Southern Metropolitan,768.0,Attached Garage,750000.0
Jacana,34 Bliburg St,4,h,PI,YPA,1/7/2017,14.0,3047.0,4.0,1.0,1.0,692.0,181,1960.0,Hume City Council,-37.6876,144.91167,Northern Metropolitan,851.0,Detached Garage,650000.0
Jacana,12/1051 Pascoe Vale Rd,2,t,S,YPA,1/7/2017,14.0,3047.0,2.0,1.0,1.0,165.0,89,1995.0,Hume City Council,-37.68582,144.91638,Northern Metropolitan,851.0,Attached Garage,390000.0
Keilor Downs,3 Medina Rd,3,h,SP,Brad,1/7/2017,15.5,3038.0,3.0,2.0,2.0,749.0,180,1979.0,Brimbank City Council,-37.72321,144.80882,Western Metropolitan,3656.0,Carport,735000.0
Keilor East,18 Grandvalley Dr,2,t,VB,Whiting,1/7/2017,11.7,3033.0,2.0,2.0,2.0,62.0,62,2014.0,Brimbank City Council,-37.73893,144.87661,Western Metropolitan,5629.0,Indoor,520000.0
Kensington,17/120 Newman St,3,t,S,Edward,1/7/2017,3.4,3031.0,3.0,2.0,2.0,0.0,120,1999.0,Melbourne City Council,-37.79482,144.92192,Northern Metropolitan,5263.0,Detached Garage,967000.0
Kensington,9/11 Smith St,2,u,SP,Edward,1/7/2017,3.4,3031.0,2.0,1.0,1.0,0.0,70,2011.0,Melbourne City Council,-37.79122,144.93175,Northern Metropolitan,5263.0,Parkade,535000.0
Kew East,2/13 Westbrook St,2,u,S,Jellis,1/7/2017,7.3,3102.0,2.0,1.0,1.0,1011.0,72,1970.0,Boroondara City Council,-37.7972,145.05225,Southern Metropolitan,2671.0,Carport,862000.0
Kings Park,12 Tanglewood St,3,h,SP,YPA,1/7/2017,14.0,3021.0,3.0,1.0,1.0,532.0,112,1975.0,Brimbank City Council,-37.731,144.77387,Western Metropolitan,2878.0,Parkade,530000.0
Lalor,11 Benaroon Dr,4,h,S,Ray,1/7/2017,16.3,3075.0,4.0,2.0,4.0,544.0,205,2008.0,Whittlesea City Council,-37.66747,144.98802,Northern Metropolitan,8279.0,Carport,750000.0
Maidstone,14/4 Crefden St,1,u,VB,McGrath,1/7/2017,6.4,3012.0,1.0,1.0,1.0,3826.0,55,2009.0,Maribyrnong City Council,-37.77757,144.87232,Western Metropolitan,3873.0,Detached Garage,280000.0
Maidstone,3/83 Mitchell St,3,t,S,Rendina,1/7/2017,6.4,3012.0,3.0,2.0,2.0,262.0,153,2004.0,Maribyrnong City Council,-37.78284,144.88098,Western Metropolitan,3873.0,Indoor,895000.0
Melton,38 Gretel Gr,4,h,SP,Raine,1/7/2017,31.7,3337.0,4.0,2.0,1.0,547.0,200,1986.0,Melton City Council,-37.69026,144.57866,Western Victoria,3600.0,Outdoor Stall,320000.0
Melton,21 Sandra St,3,h,SP,PRDNationwide,1/7/2017,31.7,3337.0,3.0,1.0,2.0,900.0,100,1980.0,Melton City Council,-37.68738,144.57415,Western Victoria,3600.0,Carport,480000.0
Mernda,26 Coppice St,4,h,S,Harcourts,1/7/2017,25.9,3754.0,4.0,2.0,2.0,512.0,221,2012.0,Whittlesea City Council,-37.58676,145.08889,Northern Metropolitan,5812.0,Parkade,670000.0
Mill Park,2/2 Comeram Ct,2,u,S,Love,1/7/2017,17.9,3082.0,2.0,1.0,1.0,241.0,88,2000.0,Whittlesea City Council,-37.67231,145.05878,Northern Metropolitan,10529.0,Indoor,460000.0
Mitcham,29 Fuller St,3,h,S,Noel,1/7/2017,17.2,3132.0,3.0,1.0,2.0,608.0,138,1975.0,Whitehorse City Council,-37.82583,145.20608,Eastern Metropolitan,6871.0,Carport,950000.0
Mitcham,2/2 Walter St,3,t,VB,Noel,1/7/2017,17.2,3132.0,3.0,2.0,1.0,263.0,146,2016.0,Whitehorse City Council,-37.8179,145.20658,Eastern Metropolitan,6871.0,Attached Garage,970000.0
Montmorency,349 Main Rd,3,h,S,Ray,1/7/2017,16.2,3094.0,3.0,2.0,3.0,382.0,128,1970.0,Banyule City Council,-37.72857,145.12728,Eastern Metropolitan,3891.0,Indoor,655000.0
Mount Waverley,12 Holskamp St,3,h,S,McGrath,1/7/2017,14.2,3149.0,3.0,2.0,2.0,402.0,143,1960.0,Monash City Council,-37.87389,145.12783,Eastern Metropolitan,13366.0,Indoor,1205000.0
Mount Waverley,24 Sunnyside Rd,3,h,VB,Fletchers,1/7/2017,14.2,3149.0,3.0,1.0,2.0,1028.0,181,1965.0,Monash City Council,-37.89757,145.11825,Eastern Metropolitan,13366.0,Carport,2000000.0
Newport,2A Gordon St,2,h,S,Williams,1/7/2017,6.2,3015.0,2.0,1.0,2.0,120.0,121,2011.0,Hobsons Bay City Council,-37.84026,144.86667,Western Metropolitan,5498.0,Underground,710000.0
Nunawading,31 Olwen St,4,h,S,Fletchers,1/7/2017,15.4,3131.0,4.0,2.0,3.0,596.0,136,1975.0,Manningham City Council,-37.80827,145.18099,Eastern Metropolitan,4973.0,Indoor,1100000.0
Oak Park,13 Kiama St,2,t,S,Nelson,1/7/2017,11.2,3046.0,2.0,1.0,1.0,182.0,112,2015.0,Moreland City Council,-37.712,144.91761,Northern Metropolitan,2651.0,Underground,610000.0
Ormond,2/21 Lillimur Rd,1,u,S,Ray,1/7/2017,11.4,3204.0,1.0,1.0,1.0,1006.0,51,2010.0,Glen Eira City Council,-37.90164,145.04139,Southern Metropolitan,3578.0,Detached Garage,454000.0
Pascoe Vale,5 Fleming Gr,5,h,S,Jellis,1/7/2017,8.5,3044.0,5.0,3.0,3.0,681.0,263,1960.0,Moreland City Council,-37.72565,144.94954,Northern Metropolitan,7485.0,Detached Garage,1501000.0
Pascoe Vale,1 Virginia St,4,h,VB,Brad,1/7/2017,8.5,3044.0,4.0,2.0,3.0,555.0,128,1950.0,Moreland City Council,-37.71561,144.94336,Northern Metropolitan,7485.0,Parkade,780000.0
Point Cook,23 Bevan Ct,5,h,S,Reliance,1/7/2017,14.7,3030.0,5.0,2.0,2.0,571.0,227.6,2011.0,Wyndham City Council,-37.89467,144.72018,Western Metropolitan,15542.0,Detached Garage,660000.0
Reservoir,111 Boldrewood Pde,3,h,SP,RW,1/7/2017,12.0,3073.0,3.0,1.0,4.0,614.0,120,1960.0,Darebin City Council,-37.71562,145.02175,Northern Metropolitan,21650.0,Carport,840000.0
Reservoir,3/76 Southernhay St,2,t,S,Nelson,1/7/2017,12.0,3073.0,2.0,2.0,1.0,138.0,104.63,2014.0,Darebin City Council,-37.72487,145.00705,Northern Metropolitan,21650.0,Parkade,668500.0
Richmond,7/129 Hoddle St,2,u,SP,Biggin,1/7/2017,2.4,3121.0,2.0,2.0,2.0,180.0,123,1940.0,Yarra City Council,-37.81443,144.99079,Northern Metropolitan,14949.0,Attached Garage,890500.0
Rowville,11 Jindalee Cl,5,h,S,Harcourts,1/7/2017,23.5,3178.0,5.0,2.0,2.0,733.0,217,1986.0,Knox City Council,-37.91894,145.24305,South-Eastern Metropolitan,11667.0,Parkade,870000.0
Sandringham,6/76 Bay Rd,2,u,S,hockingstuart,1/7/2017,15.2,3191.0,2.0,1.0,1.0,0.0,67,1970.0,Bayside City Council,-37.95236,145.00737,Southern Metropolitan,4497.0,Parking Pad,643500.0
Seaford,3/7 East Rd,3,u,S,O'Brien,1/7/2017,35.4,3198.0,3.0,2.0,2.0,264.0,127,2002.0,Frankston City Council,-38.10422,145.14159,South-Eastern Metropolitan,8077.0,Indoor,572000.0
South Morang,15 Ferncroft Dr,4,h,PI,Millership,1/7/2017,20.5,3752.0,4.0,2.0,2.0,505.0,222,2009.0,Whittlesea City Council,-37.61957,145.0948,Northern Metropolitan,7969.0,Carport,600000.0
St Albans,12 Altyre Ct,3,h,S,Bells,1/7/2017,14.0,3021.0,3.0,1.0,2.0,614.0,110,1975.0,Brimbank City Council,-37.73074,144.78925,Western Metropolitan,14042.0,Carport,565000.0
St Kilda,14/12 Fitzroy St,1,u,VB,Gary,1/7/2017,5.0,3182.0,1.0,1.0,1.0,0.0,41,2005.0,Port Phillip City Council,-37.8614,144.97407,Southern Metropolitan,13240.0,Detached Garage,350000.0
St Kilda,15/2 Redan St,1,u,SP,Woodards,1/7/2017,5.0,3182.0,1.0,1.0,0.0,980.0,74,1920.0,Port Phillip City Council,-37.85954,144.98869,Southern Metropolitan,13240.0,Carport,517500.0
St Kilda,7/27 Robe St,2,u,VB,Rounds,1/7/2017,5.0,3182.0,2.0,1.0,1.0,881.0,49,1993.0,Port Phillip City Council,-37.86476,144.97826,Southern Metropolitan,13240.0,Detached Garage,365000.0
Sunbury,60 Heysen Dr,3,h,S,Raine,1/7/2017,31.7,3429.0,3.0,1.0,2.0,466.0,101,1985.0,Hume City Council,-37.57282,144.70553,Western Metropolitan,14092.0,Attached Garage,420000.0
Surrey Hills,1093 Riversdale Rd,3,h,VB,Jellis,1/7/2017,10.2,3127.0,3.0,1.0,9.0,841.0,124,1960.0,Boroondara City Council,-37.83729,145.10929,Southern Metropolitan,5457.0,Parkade,2100000.0
Tarneit,2 Skylark Ct,3,h,S,Purplebricks,1/7/2017,18.4,3029.0,3.0,2.0,2.0,407.0,146,2010.0,Wyndham City Council,-37.83867,144.7034,Western Metropolitan,10160.0,Detached Garage,526000.0
Thornbury,329 Gillies St,4,h,SP,Jellis,1/7/2017,7.0,3071.0,4.0,3.0,2.0,530.0,251,2016.0,Darebin City Council,-37.76281,145.01986,Northern Metropolitan,8870.0,Carport,2070000.0
Werribee,22 Kramer St,3,h,S,Ray,1/7/2017,14.7,3030.0,3.0,2.0,2.0,658.0,125,1984.0,Wyndham City Council,-37.88688,144.67244,Western Metropolitan,16166.0,Parkade,510000.0
West Footscray,15 Alberta St,3,h,PI,Jas,1/7/2017,6.4,3012.0,3.0,1.0,2.0,422.0,109,1950.0,Maribyrnong City Council,-37.79644,144.86388,Western Metropolitan,5058.0,Attached Garage,845000.0
Wyndham Vale,5 Dakara Ct,3,h,S,hockingstuart,1/7/2017,27.2,3024.0,3.0,1.0,2.0,743.0,110,1990.0,Wyndham City Council,-37.89757,144.63041,Western Metropolitan,5262.0,Parkade,480000.0
Aberfeldie,5/257 Buckley St,2,u,S,Barry,3/6/2017,7.5,3040.0,2.0,1.0,1.0,0.0,80,1960.0,Moonee Valley City Council,-37.75571,144.90366,Western Metropolitan,1543.0,Detached Garage,507000.0
Albert Park,21 Greig St,3,h,VB,Greg,3/6/2017,3.0,3206.0,3.0,2.0,1.0,165.0,148.5,1890.0,Port Phillip City Council,-37.84152,144.95027,Southern Metropolitan,3280.0,Attached Garage,2500000.0
Albion,3 Clairmont St,3,h,S,hockingstuart,3/6/2017,10.5,3020.0,3.0,1.0,3.0,716.0,111,1955.0,Brimbank City Council,-37.77917,144.81407,Western Metropolitan,2185.0,Detached Garage,787000.0
Alphington,5 Ross St,4,h,S,Kay,3/6/2017,5.7,3078.0,4.0,2.0,3.0,580.0,184,1930.0,Darebin City Council,-37.77227,145.0284,Northern Metropolitan,2211.0,Indoor,2220000.0
Armadale,20 Cambridge St,3,h,S,Marshall,3/6/2017,6.3,3143.0,3.0,1.0,0.0,256.0,130,1910.0,Stonnington City Council,-37.85911,145.01783,Southern Metropolitan,4836.0,Carport,2385000.0
Ascot Vale,27 Hurtle St,3,h,PI,Biggin,3/6/2017,4.3,3032.0,3.0,3.0,1.0,382.0,218,2008.0,Moonee Valley City Council,-37.77206,144.90397,Western Metropolitan,6567.0,Indoor,1500000.0
Ashburton,20 Ward St,4,h,S,Jellis,3/6/2017,10.2,3147.0,4.0,2.0,2.0,604.0,125,1930.0,Boroondara City Council,-37.86513,145.07919,Southern Metropolitan,3052.0,Parking Pad,2405000.0
Bayswater,17 Orange Gr,3,h,S,Biggin,3/6/2017,23.2,3153.0,3.0,2.0,1.0,509.0,140,1980.0,Knox City Council,-37.84823,145.26673,Eastern Metropolitan,5030.0,Indoor,700000.0
Bayswater,12 Pindari Dr,4,t,S,Ray,3/6/2017,23.2,3153.0,4.0,3.0,2.0,304.0,155,1970.0,Knox City Council,-37.8543,145.25253,Eastern Metropolitan,5030.0,Parkade,860000.0
Bentleigh,39A McArthur St,4,t,PI,Buxton,3/6/2017,11.4,3204.0,4.0,2.0,2.0,293.0,226,2012.0,Glen Eira City Council,-37.92594,145.03184,Southern Metropolitan,6795.0,Detached Garage,1200000.0
Bentleigh East,38 Malane St,4,h,S,hockingstuart,3/6/2017,13.8,3165.0,4.0,2.0,2.0,426.0,255,2014.0,Glen Eira City Council,-37.91657,145.05534,Southern Metropolitan,10969.0,Detached Garage,1620000.0
Blackburn,48 Elder St,4,h,S,Jellis,3/6/2017,13.4,3130.0,4.0,3.0,4.0,696.0,215,1950.0,Whitehorse City Council,-37.81726,145.16061,Eastern Metropolitan,5713.0,Attached Garage,1695000.0
Bonbeach,1/23 Bondi Rd,3,h,S,Ray,3/6/2017,27.0,3196.0,3.0,2.0,2.0,407.0,134,1970.0,Kingston City Council,-38.06257,145.1226,South-Eastern Metropolitan,2887.0,Indoor,836000.0
Boronia,12 Briar St,4,h,SP,Appleby,3/6/2017,25.0,3155.0,4.0,2.0,2.0,820.0,180,1975.0,Knox City Council,-37.87393,145.28858,Eastern Metropolitan,9704.0,Parkade,780000.0
Brighton,65A Durrant St,3,h,PI,Biggin,3/6/2017,10.5,3186.0,3.0,1.0,3.0,284.0,120,1970.0,Bayside City Council,-37.91155,145.00657,Southern Metropolitan,10579.0,Outdoor Stall,1175000.0
Brighton,101 Male St,3,h,S,RT,3/6/2017,10.5,3186.0,3.0,2.0,1.0,385.0,161,1940.0,Bayside City Council,-37.91068,145.00394,Southern Metropolitan,10579.0,Attached Garage,1935000.0
Brighton East,3 Bown Ct,5,h,PI,Hodges,3/6/2017,10.3,3187.0,5.0,3.0,2.0,645.0,249,1990.0,Bayside City Council,-37.91818,145.01513,Southern Metropolitan,6938.0,Carport,2000000.0
Brunswick,326 Barkly St,3,h,SP,Nelson,3/6/2017,5.2,3056.0,3.0,2.0,0.0,251.0,108,1890.0,Moreland City Council,-37.77588,144.95736,Northern Metropolitan,11918.0,Attached Garage,1435000.0
Brunswick,369 Barkly St,2,h,S,Nelson,3/6/2017,5.2,3056.0,2.0,1.0,1.0,234.0,106,1910.0,Moreland City Council,-37.77539,144.95576,Northern Metropolitan,11918.0,Indoor,1315000.0
Brunswick,18 Boase St,2,h,PI,Nelson,3/6/2017,5.2,3056.0,2.0,1.0,1.0,61.0,112,2007.0,Moreland City Council,-37.766,144.96076,Northern Metropolitan,11918.0,Carport,700000.0
Brunswick,34A Downs St,2,h,S,Nelson,3/6/2017,5.2,3056.0,2.0,1.0,1.0,240.0,109,1995.0,Moreland City Council,-37.75697,144.95543,Northern Metropolitan,11918.0,Indoor,920000.0
Brunswick,8 Jones St,2,t,SP,Jellis,3/6/2017,5.2,3056.0,2.0,2.0,1.0,77.0,88,2007.0,Moreland City Council,-37.7617,144.96406,Northern Metropolitan,11918.0,Parkade,765000.0
Brunswick,102 Mitchell St,4,h,PI,Woodards,3/6/2017,5.2,3056.0,4.0,1.0,2.0,678.0,177,1900.0,Moreland City Council,-37.75967,144.97214,Northern Metropolitan,11918.0,Underground,1400000.0
Burwood East,18 Hale Ct,4,h,S,Barry,3/6/2017,14.7,3151.0,4.0,2.0,2.0,599.0,120,1960.0,Whitehorse City Council,-37.848,145.14165,Eastern Metropolitan,4048.0,Detached Garage,1032000.0
Cairnlea,2 Woodsdale Ct,4,h,PI,Sweeney,3/6/2017,14.8,3023.0,4.0,2.0,2.0,638.0,270.18,2009.0,Brimbank City Council,-37.76189,144.78517,Western Metropolitan,2674.0,Attached Garage,821000.0
Canterbury,2/42 Faversham Rd,2,u,PI,Fletchers,3/6/2017,8.4,3126.0,2.0,1.0,1.0,116.0,85,1960.0,Boroondara City Council,-37.82012,145.08526,Southern Metropolitan,3265.0,Parkade,850000.0
Carnegie,135 Leila Rd,3,h,S,hockingstuart,3/6/2017,10.1,3163.0,3.0,2.0,2.0,602.0,180,1970.0,Glen Eira City Council,-37.90248,145.05943,Southern Metropolitan,7822.0,Detached Garage,1570000.0
Carnegie,1/52 Leila Rd,3,u,S,Woodards,3/6/2017,10.1,3163.0,3.0,2.0,2.0,750.0,132,1984.0,Glen Eira City Council,-37.90092,145.04924,Southern Metropolitan,7822.0,Attached Garage,1275000.0
Carnegie,163 Oakleigh Rd,3,h,S,Gary,3/6/2017,10.1,3163.0,3.0,2.0,2.0,430.0,161,1938.0,Glen Eira City Council,-37.90008,145.06187,Southern Metropolitan,7822.0,Carport,1435000.0
Caroline Springs,6 Alma La,3,h,S,Barry,3/6/2017,14.8,3023.0,3.0,1.0,3.0,406.0,196,2005.0,Melton City Council,-37.72484,144.74296,Western Metropolitan,7719.0,Parking Pad,600000.0
Carrum,14 Parkside Bvd,2,u,S,Buxton,3/6/2017,31.2,3197.0,2.0,1.0,1.0,199.0,84,1970.0,Kingston City Council,-38.07938,145.13227,South-Eastern Metropolitan,1989.0,Detached Garage,529000.0
Carrum,3 Walkers Rd,4,h,PI,Buxton,3/6/2017,31.2,3197.0,4.0,2.0,2.0,633.0,134,1930.0,Kingston City Council,-38.0781,145.12429,South-Eastern Metropolitan,1989.0,Indoor,845000.0
Caulfield,2/218 Kambrook Rd,2,u,VB,McGrath,3/6/2017,8.7,3162.0,2.0,2.0,1.0,0.0,99,2010.0,Glen Eira City Council,-37.88776,145.03364,Southern Metropolitan,2379.0,Parkade,650000.0
